product_title,star_rating,verified_purchase,review_headline,review_body,review_date
GE Profile CleanDesign PP912BMBB 30 Smoothtop Electric Cooktop - Black,5,Y,Love my Profile Cooktop!,"I previously had a GE Profile smooth top electric cooktop for more than 14 years.  The only problem I ever had with it was one burner stopped working and I ordered a new element which was easy to install.  Recently another burner was not working properly and since the cook top was marred by years of heavy use, I decided to get a new one.  I got the Profile model because while it was more money, the warranty was longer than the similar non Profile model and I thought it was a better value with the warranty.  They are very similar, but the Profile has a child lock included.  The new cooktop has better sized burners than my old GE Profile.  The burner sizes are in different places than the old one, and I like this new placement better.  I checked everywhere for the best price and Amazon beat everyone. I was amazed that the cooktop arrived 3 days after I ordered it.  It is very easily installed and unlike my old cooktop, this has a foam gasket around the edge so when I let something boil over, it does not run under the cooktop.",3/2/14
"GE Cafe CGP650SETSS 36"" Built-In Gas Cooktop",5,Y,AMAZING!!!,I was very hesitant about making such a big purchase online.  I read all the reviews and decided to go for it!  It's the best thing I ever did.  I chose the mid level delivery which was 3 days and they delivered as promised.  The box was intact and they were very efficient with sending me shipping details.  I was able to track by box the whole way.  Once delivered I had it installed and I've been cooking non stop.  My husband especially loves the grill that comes with it.  In fact we leave the grill on because it's a little on the heavy side and I usually don't cook with 5 burners.  The one thing I didn't realize is the grate height.  The grate height is about 3 inches from the base of the stove which is on the tall side.  It's a little awkward but we manage.  If the grate were 1 1/2 inches it would be perfect.  If you're not at least 5'7'' tall this might too tall for you. Otherwise best purchase to date!!!!  Thanks Amazon(-:,3/1/14
GE Microwave Oven Magnetron and Diode Kit OM75P (10) Part # WB27X10017,5,Y,As described,Part is as described. Arrived in a timely fashion. Installation was easy. Direct replacement for the magnetron in our 10 year old GE spacemaker. Microwave is working again!,3/1/14
GE Microwave Oven Magnetron and Diode Kit OM75P (10) Part # WB27X10017,5,Y,great!,"i was going to replace the microwave, checked it out and found it was the magnetron. ordered this, delivered FAST, fixed it for under a 100 bucks!",3/1/14
GE PYE23PSDSS Profile 23.1 Cu. Ft. Stainless Steel Counter Depth French Door Refrigerator - Energy Star,4,Y,Very nice,We ordered it and had it at the house in no time.  It has plenty of room and is very nice.  It does make a little noise at times but is ok with us.,2/28/14
"GE JS630SFSS 30"" Stainless Steel Electric Slide-In Smoothtop Range",4,Y,This range is great,"We had a very good experience & would purchase again from Amazon/ Goedeker's. Our Range was ready to be delivered 3 days earlier than the estimated delivery dates.<br />Tip1;- if selling your old appliance the ARIVAL date on the order is to their depot not your home.<br />I read many reviews for this range & it has been perfect, I have not had any problems with the oven heat it has cooked all my family meals & baked cakes evenly & in the expected times.<br />The range top cleaning is no different to any other ceramic glass top; it comes with a small bottle of cleaner & plastic scrubber; yes it needs a wipe every time & you will get the hairline scratches no mater how careful you are, every one does its a Glass Top!! I have used Induction & Burner ceramic glass tops for 20 years with little to no cleaning problems. USE the recommended cleaner with the plastic sponge (or moist kitchen papper) & a razor if anything has spiled over, dry off with a Kitchen paper for a streak free finish & the shine will last you for years.<br />Tip2; if you are changing from a Drop in range to this Slide in like us you will need to cut the kitchen counter top (where it overhangs the unit as the unit is 30&#34; but the counter top hangs over by Aprox 1/4&#34; at each side & Aprox 2&#34; at the back) this was relatively easy as we don't have Granett yet & took an hour to fit.<br />Tip3; if your old unit leaves just wires coming our of your wall (I.e. no plug socket) it would be best to install one befor your new range Arives as the Range fitment is made for a plug in installation.<br />A great unit I would buy it again.",2/28/14
GE JX81H Microwave Recirculating Charcoal Filter,3,Y,Filter,I wish these filters were a little more robust but that is a GE design issue not a filter issue.,2/28/14
GENUINE AEG Cooker Fan Oven Heater Element 8996619136303,5,Y,Got here quick and fit right in ;),"Simple fix, thanks to these guys , Element works great :)<br /><br />The product worked well and fit perfectly straight away.<br />It was cheaper than the branded part.<br />It performs as it should .",2/28/14
GE JX81B Recirculating Charcoal Filter,4,Y,Charcoal filter for GE xl1800,"Needed a filter for GE profile xl1800 that was being used over the stove. Wanted to convert the microwave to a counter model and thought to try this filter to see if would work. At a fifth of the cost of a OEM filter thought it was worth trying, it does remove odors and we are now using our old microwave as a countertop",2/27/14
GE PVM9179DFBB Profile 1.7 Cu. Ft. Black Over-the-Range Microwave - Convection,1,Y,Product was damaged. Designer Appliances and Amazon both refused to stand behind the product,"Product was purchased as a Christmas gift and delivered to my home while I was out of town. The product was delivered on 12/11, unwrapped at Christmas, but wasn't opened by 75 year old mother till later. Because the damage was discovered after the 15 day period both Designer Appliances and Amazon refused to replace the product or refund the money. Be extremely careful about purchasing any products from this company or any other third party seller. Amazon's A-Z guarantee is a scam! You can purchase this microwave through more reputable companies for $60 less.",2/27/14
"GE PHP960SMSS Profile 36"" Stainless Steel Electric Induction Cooktop",5,Y,Great cooktop,"Once you get used to how fast this cooktop heats things (boils pots of water in minutes), and adjust your cooking style (adjustment of temperature settings) accordingly you will never go back to gas or regular electric.  Cleanups are a simple wipe.  The only negative - all your pans have to have a metal bottom that a magnet sticks to, like stainless steel.  Read the labels, it must say works with induction cooktops.",2/26/14
GE CYE23TSDSS Cafe 23.1 Cu. Ft. Stainless Steel Counter Depth French Door Refrigerator - Energy Star,1,Y,Hot water disabled.,The hot water feature worked at the first attempt. And it stopped working and showing &#34;Hot Water Disabled&#34; message. The only reason why I purchase this item is the hot water.,2/26/14
"GE PS950SFSS 30"" 6.6 cu. ft. Capacity Slide-In Double Oven Electric Range In Stainless Steel",5,Y,Great Company,"It is as beautiful in real life as it is in the picture.  Since I had to return this range because my husband wanted a induction range,  sadly, I never was able to cook on this range.  evVive Home has been very easy to work with in helping to facilitate my return.  Lynette is a gem, and I would highly  recommend this company.  Thank you very much!",2/26/14
"GE PHP900DMBB Profile 30"" Black Electric Induction Cooktop",4,Y,gota love induction,I would give it a 5 but the only thing that could be better would be a way to join two burners so they would heat the whole area under a long skillet in stead of having a cooler area between burners.,2/26/14
